Block: 89
Row Block TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
46535 89 2020-07-29T09:38:09.720Z f207bb312b7aeec06056e4e43ff511d2c3308e6d294187bc68490b5de530a771 f207bb312b7aeec06056e4e43ff511d2c3308e6d294187bc68490b5de530a771 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f CRE 1 02c1bad356f52f72d4a5305b5a0b739208a36e1c433d6a63cf32ffb58b03ab3782 030a9cda4bdabacc1decdf5acbd7d322fc905a8c8b42e7e49df3299430eaff301f 2k34LWO65X+5zRjZ+wZ9VS76ci/HU7AqjIoxuVzZAy4PaXeFauZIKOq05xexYOCeqnfFfGFMnkhJ1CfqTkeGJA== f207bb312b7aeec06056e4e43ff511d2c3308e6d294187bc68490b5de530a771 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 K9EFlcJ5iGYhZ2y5jDxnm7mRXHLXX30Rm59zcZBBztFDCjl6hFbWwTehlu6uWa7E12wgoQtqgMNNtlh+BR3tSA== Y/Mb3vPGGsjJbw5otOcIO0vvOf8S9734VLm36VaqeQrok4cim3OK2sAE+9ewUcZhXVKFSDRD7sG3fZ9YvIXUWg==
46536 89 2020-07-29T09:38:09.737Z 008a2a58710fd36517549b7d928cb15841873c14cd26f171b5a48b4a224e138a e97951e0a9493c27393c7764a98584e6ef1cd57544014605dd8c21fe62970298 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 026455c8b16cb4c72dbc30cebe2efafed1d4cd17a786a3b0ba343485658ac25532 02ccef167af0b5fa7b57480d25f11fb0be20e51d778cb017e2ad33e4c5ebec310d gTczwREzvDKILkPL3RNxEwM2AL8lKQ5/HR7H2eSErzEhjS4YfbN+lsQnkAQ1CmF/jAb5s65RIExrLq4bGoCe2A== e97951e0a9493c27393c7764a98584e6ef1cd57544014605dd8c21fe62970298 FT+WH7GxHjWhW7msKUkH8O+APKYL79YKHGkHqTXQ6R07xOvUWulTkgM3mLZXh7sYGFKEyBCGJD6a6XaRyGpXxA== nKwUcjw0pluWDjr1r9m7w5Mutspl+xxShq9coMa8AD+/uZOmCDDdbPGZ+BwT9ngKWt0t2xwqbe11t8oSPHvO4A== gA5EeMHm/TTgvQCvMIVg80xzJTfu8W9kEwLATeuQvLj22A1bILH37++LswCabr0dKuvGTGEOJeh2fkmI4rCAdg==
46537 89 2020-07-29T09:38:09.759Z fee3294a205280910e4899f9a7ead0700ff0071767aaebe801b96d1ad062e31e 48c4ae045a2ab89df585579ffd70bc33aad25768f5b334cea8be3449b8122404 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 0266f22f7a565cfcb759443bfe3b016dd7f9d3af518e6e2cd3719f30dd88a55177 02defe7ace8d23d27587bb8bb6fb4ff25d17d85d6ae7774f70b8d581c4d5beef22 yMevvLM2iF2ifPsYn5BxeLnzKttn1eKpXA6xU5QKQSwUNpqZ+smFC2MrUojOWUTA2Nfj+qSdhMK6OMWWHLcQ7A== 48c4ae045a2ab89df585579ffd70bc33aad25768f5b334cea8be3449b8122404 2CXSuWJO6g+ONAJscnYgDR1E3xqURscSfm3RXP+L+01iqeo28gRCKWy2GJ0+OV/RGKDV5XoIcTtP/Ef6k+ocqA== P9rtALgYm+bBGGkr1MADJ8f7PuXY0cioxPL2i0hStdMHiG/Mmktftbin/67pZxvY5O16BCpKdIT3pMwUZirQ8w== V2huDo2R0BzFPZG6UGANCOrbiDvIRyHvgN7allGZk/lTppDHwUZpiBoXA+mvH/pIVyFMDKYxGlDLFJ4cCq8wPA==
46538 89 2020-07-29T09:38:09.781Z 60a17065c3497a6901a854008c8e5cd58218902886e2f8dad18060113a9f5a85 27c54c88e7a6eab0a78682bec7b457dd489df67e701103e5ced927ef5def3577 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 03fb8a92eb1796ac2971eaf2ce265fb24cfc926b52043a21f4189500ce51d57618 037b24b6ba12a472849493efda041eab6ba8f7261c297ef92c903844f5d625ec22 qOkr/byZ5lyCpXN4KAmGlXE9R44eqZBWjw0bW0LR3LK0FZmOPASakemk6kGeV7GXrAwu1RbcgHbFi/pnVFgC+A== 27c54c88e7a6eab0a78682bec7b457dd489df67e701103e5ced927ef5def3577 tdFLFOF8MaMw520OWWr4MHP1yY0oQl0WfJVswgvLI1784gnxcNZF7hIurF5s8V8cMqC1ueDPga0X6pVmVK0Rfw== 794CPH3f9nTZGC2H2Zzmlx6YYqN9I6vm1zgwwMo2a/LWI3CJ2ulJWncqOq+dDAqCCEHcFS80cpkb+x94SOD8xw== MO0Wjk+ADBtXTEOdgXytA2pcK3Q3w0FuoNxeT1+MaT4laddV1zJwcoSsgtDKnQ1RXaJFe0c2p6X6i/yTcpNaig==
46539 89 2020-07-29T09:38:09.803Z ded260f9e9a13cb42f67fab905ef1ea6cff4ac612754f119944918ae9b7d76f3 02f5149a80e8ec9bfc2656fff0282a20b4948c7332e5d09117ab4302ccb907bc 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 02db6f562bd05d2691c42dd8fd6907a8b62505278f326b835d919b2ffbf7e6fb65 035cb009fe31ca9765133bccfa9d0197b118e19f5a8d9c1b536232507842bc8034 HRloscw6WM6rYxKH5Po2oZos4mxBeoYf7kVoWkfA+LvtZfjeuHjF7geL1FmXG8aXnxhu4bWwGUN95OR6Uskr8A== 02f5149a80e8ec9bfc2656fff0282a20b4948c7332e5d09117ab4302ccb907bc XiPb7199kNUtR4xHOZEvFPqEeX46/Aw3fahzGbviNxKnvfBlI0bK67Wa8y9ZFvY+iiTSbNl7dbrumc7b6flTEg== AnkwlLL/r48eHlPVDxgYPpWk8ofTnjDh+EHRrssy0r0kb//lZuL5WMFxS2G81eGliR1BOOLGDMwB31SQMPEHpw== j+T4/kTfMXnS3LbFSs+g65kA6BDDva4jIFYpzHgJzj05kYCkD+TqTF82VYxCtlzKM0HENe0S9RsI2u4HPOUa0Q==
46540 89 2020-07-29T09:38:09.825Z fe7750fbb9cb39fcaf58b7cdcaf0b74f0a48d544936f533062deb23785404f98 df4880b0f112c3325f764aaaebd9766156f6715752ada58f4e9eb0bbd2d5061d 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 03773c7282bdb88ca21a56644b0f22707dd9325c188a782165e9fe9ede84d92b14 02e7f5a2854ccf763f2cd6851e748238e8425d8745a336ac2feb5443eaa45d186c derD5/3Bec9badxzmtd7SJv9PE/c0fRKMO0Dontxovx+v/s6pRAJQD8oWAfvvvOsql0M//nbcIBNiIzTEFNvmg== df4880b0f112c3325f764aaaebd9766156f6715752ada58f4e9eb0bbd2d5061d B8C8bmoPREMbypVmuOofhbN6Opj32SdnCS6Z+SGmLmDo+CThmMZEwmYtWlWLHvSb8nWQ+Ws+agQk0nJRGdMKbQ== o2TWJF6ourkZ9iilrSXerNLn80o1JqRlqS3rfG6TTm+bpYjF9fnyZTGxXvFrSSzkEjlAS+Ou9jD4BhLnIqeNcQ== q/q9mImcTKdwPNg/AnWWVvYLYRfk/5qYvey5xGXZashBnMJ9/QTasrVhAnVm7vXsjlLResPA3WCqaIq2ea8gLQ==
46541 89 2020-07-29T09:38:09.847Z a4c4cb76e0bcf7c8229945bdd1cc92d5c970ec0d7bd841e490fdf1c6169a3160 9404ece4cc02a7bbfb066cd3658c13e9a6441bceee81b315acafe1ece14eb8c1 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 02549a5ad5a1275992ecff8e17204220ef4f53d3deb6876a025922e26d0941d936 0318304f22ec60cc6e72c27a090a1f056e0af775b17b12ba7ff34758547a9c8eba qcXuGIiBVZ59CsbRdAv30zcpx2obLseVXKfowga3AI0DsUcYZbzKXDdsok3iDCxM8MVTJYRAVcnXFxRWpvYoTg== 9404ece4cc02a7bbfb066cd3658c13e9a6441bceee81b315acafe1ece14eb8c1 ugqEtvnos3uOODdClArVM+JdIXOy6ebTRnra4IA5OB1yvUHYCIb54Dd+dflw658WIWOGwu9f9xDc6IH9Kuvn4g== We8mWgFVw38uTcKfHLato213cwHroOYf38XticDd6MutVvyUMgOBSicBOtEMPwVWKOgczAxDDhv1tnQ8P/ledw== Ax3ywOzSN4bmMQNF2DQwBl6MZPEb6wtYk9DeoDE70RqeCixhYtS15QyNTnT1zq/OlFgUKWw/v41gBwXqkDZZxA==
46542 89 2020-07-29T09:38:09.870Z 019c8477139ebfc8e24ada1482ed821f0aac08d0edc6757904fd24a88705a6ab 7fe74febc81af64b8fe7089f88d6e23dc6fd76169a8651f0e3661ac859715664 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 03c30884bc41d362821fedd3625f665fe11f298c9d55dbac76e53534376c4431f5 02b83e5c2244d8d6c9b2c07a514fe4a1fd66cd4818d3f052b79bf1904e5aca3fca H4YCxAec5hpQ7ublXZqWu0WlkAQINMjX89u7UmsimIB9ff4XFjQtGGoXjGrPbObHYI/B5x+9ipd5ebcWwejdSg== 7fe74febc81af64b8fe7089f88d6e23dc6fd76169a8651f0e3661ac859715664 lvZUWdKvuCqaJSnN3bDVvFYPOn5/xxr/99PrjBrLgkfbyqOj+paZFpBn2GloGSCE6g+e1ZDhAkhInJqNWKe/CQ== U9iNF3psWWhB//uDln6fs31FTyO86bc5y8qbMbB8+D+J8zvDmD31z6hUdD0aODT+ahjJwaV9tFJ9FY+UlN/mxw== O82onB9vVyK1DQVcPHV5/DhYr/Ek5E6U3bH67E3eOKyPzFOs0fqDO6eWsl0nmsL4el+W/OXDLRGRrIDMxXL2tg==
46543 89 2020-07-29T09:38:09.891Z 782e749364f0a942f70c49e79c80855ff83fc5d42b33731a0cea333345b5b8d6 77986a8fbf55f592ba1e1841aa58f92f70f86984d72ff00d503f169320caccde 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f AME 2 02cb21c4c22362e75695131863a6319c5e2d90ca6a010d127ec032bc6cf3959221 0326939b569bf02f4f221a85507dcc2911469a2e8068e1c1184302f3c7c4b2ea8b u9tjFP3qXERZD8fOkMR+LbTZqGkoAk/Ug8t34344tEOO78GhuFe0ayXEzemvwT1svH59Dpz7wj5SkQLlLqo/HQ== 77986a8fbf55f592ba1e1841aa58f92f70f86984d72ff00d503f169320caccde ikh/1hhbQVYcPQc1yvjKkIISBgEAWyw4KSVvXo5zNQp+Etx0MxI7MAHUocUWWjGDTxZVRyJoT4LpnhNcyXac2A== S1iDE0GDm64jAhSeBGwkVhS7xyvwXllAHlFbGp+CNOxTVr/P3jHyUso6XY85n5KqNE7dLpX/dabEYdO86SRt3A== HdiZtDsinGQU/gG1Loqi6IF8HbQagQLzfYAMwzgIpKLahvzm2Kga0emxcG4FhtT5Eo66ESg8+n+BlsAfMroFZA==
46544 89 2020-07-29T09:38:09.908Z 99cb83899eccd28920a0518938d7eb6bd557f24152caeb0a0afddf462d4f8b10 99cb83899eccd28920a0518938d7eb6bd557f24152caeb0a0afddf462d4f8b10 38681491a740cdb519c350815e0eec915a588a2a4ecc0acbd844bd7d0a06e38f CRE 1 02262f959f0eed8da043df5e932c873412acf7866300912023cde2ba5d3dcbb77f 020e211d28862ad72313b871e86bd9a2aa58691ebdb4857692c03adbe1947a8ff7 4DkkQPUj8n84y5F33W5PQ7oX1GkDscT9vPzK5L0RNqs9X0owjj5fczqynofDf4fhnA34o8yi3cz+sIfncp5G0Q== 99cb83899eccd28920a0518938d7eb6bd557f24152caeb0a0afddf462d4f8b10 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 RldA9ar9HH1SjGeIfVhqc46xMfr571fBc3xLPSJyG/NtNpfYeNGdXTdLJifU3MGygP/JGdr3y7x8duPJP7mzLQ== yePuaDN/uwRTeIReSh31Aleuso6777JOIGrp9iq96JXk9+gwSA3z5eJtQuu2+J0EByibGWSByl5IZFtn8g+LRA==
